PID,RegistrationID,AssessmentName,InstrumentID,InstrumentName,ItemID,Response,Score,TScore,TScoreStandardError,Theta,ThetaStandardError,Position,ResponseTime,DateCreated,NumberFormatting
567,A83A8160-9024-40DC-8CAA-D863482165EF,MR RT 21023 2,C26C333E-4702-4EA8-8000-FDDB35CD6D9A,Mullen Receptive,RL13,1,1,,,,,9,,2023-02-10T10:36:07-0600,xxxx.x
567,A83A8160-9024-40DC-8CAA-D863482165EF,MR RT 21023 2,C26C333E-4702-4EA8-8000-FDDB35CD6D9A,Mullen Receptive,RL15,1,1,,,,,10,,2023-02-10T10:36:09-0600,xxxx.x
567,A83A8160-9024-40DC-8CAA-D863482165EF,MR RT 21023 2,C26C333E-4702-4EA8-8000-FDDB35CD6D9A,Mullen Receptive,RL16,1,1,,,,,11,,2023-02-10T10:36:10-0600,xxxx.x
567,A83A8160-9024-40DC-8CAA-D863482165EF,MR RT 21023 2,C26C333E-4702-4EA8-8000-FDDB35CD6D9A,Mullen Receptive,RL17,1,1,,,,,12,,2023-02-10T10:36:12-0600,xxxx.x
567,A83A8160-9024-40DC-8CAA-D863482165EF,MR RT 21023 2,C26C333E-4702-4EA8-8000-FDDB35CD6D9A,Mullen Receptive,RL18_instruction,1,,,,,,13,,2023-02-10T10:36:13-0600,xxxx.x
567,A83A8160-9024-40DC-8CAA-D863482165EF,MR RT 21023 2,C26C333E-4702-4EA8-8000-FDDB35CD6D9A,Mullen Receptive,RL18_image,1,,,,,,14,,2023-02-10T10:36:13-0600,xxxx.x
567,A83A8160-9024-40DC-8CAA-D863482165EF,MR RT 21023 2,C26C333E-4702-4EA8-8000-FDDB35CD6D9A,Mullen Receptive,RL18,2|3|4|6|7,2,,,,,15,,2023-02-10T10:36:32-0600,xxxx.x
567,A83A8160-9024-40DC-8CAA-D863482165EF,MR RT 21023 2,C26C333E-4702-4EA8-8000-FDDB35CD6D9A,Mullen Receptive,RL20,1,1,,,,,16,,2023-02-10T10:36:35-0600,xxxx.x
567,A83A8160-9024-40DC-8CAA-D863482165EF,MR RT 21023 2,C26C333E-4702-4EA8-8000-FDDB35CD6D9A,Mullen Receptive,RL22,4|5,2,,,,,17,,2023-02-10T10:36:48-0600,xxxx.x
567,8BBA0D7F-5C3D-4E9C-9FE6-31F69B2960DF,MR RT 21023 7,55831CCC-23D8-4E45-9572-443E0F79E638,Mullen Receptive,Mullen_Rec_Title,1,,,,,,1,,2023-02-10T10:55:41-0600,xxxx.x
567,8BBA0D7F-5C3D-4E9C-9FE6-31F69B2960DF,MR RT 21023 7,55831CCC-23D8-4E45-9572-443E0F79E638,Mullen Receptive,Mullen_Rec_Instructions,1,,,,,,2,,2023-02-10T10:55:43-0600,xxxx.x
567,8BBA0D7F-5C3D-4E9C-9FE6-31F69B2960DF,MR RT 21023 7,55831CCC-23D8-4E45-9572-443E0F79E638,Mullen Receptive,RL18_instruction,1,,,,,,3,,2023-02-10T10:55:58-0600,xxxx.x
567,8BBA0D7F-5C3D-4E9C-9FE6-31F69B2960DF,MR RT 21023 7,55831CCC-23D8-4E45-9572-443E0F79E638,Mullen Receptive,RL18_image,1,,,,,,4,,2023-02-10T10:55:59-0600,xxxx.x
567,8BBA0D7F-5C3D-4E9C-9FE6-31F69B2960DF,MR RT 21023 7,55831CCC-23D8-4E45-9572-443E0F79E638,Mullen Receptive,RL18,3|4|5|6,2,,,,,5,,2023-02-10T10:56:02-0600,xxxx.x
567,8BBA0D7F-5C3D-4E9C-9FE6-31F69B2960DF,MR RT 21023 7,55831CCC-23D8-4E45-9572-443E0F79E638,Mullen Receptive,RL20,2,0,,,,,6,,2023-02-10T10:56:07-0600,xxxx.x
567,8BBA0D7F-5C3D-4E9C-9FE6-31F69B2960DF,MR RT 21023 7,55831CCC-23D8-4E45-9572-443E0F79E638,Mullen Receptive,RL22,0,0,,,,,7,,2023-02-10T10:56:08-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,Mullen_Rec_Title,1,,,,,,1,,2023-02-10T10:41:48-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,Mullen_Rec_Instructions,1,,,,,,2,,2023-02-10T10:41:49-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL5,1,1,,,,,3,,2023-02-10T10:43:13-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL6,1,1,,,,,4,,2023-02-10T10:43:15-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL9,1,1,,,,,5,,2023-02-10T10:43:17-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL10,1,1,,,,,6,,2023-02-10T10:43:18-0600,xxxx.x
567,F117EF5E-822B-4100-BB6F-EAD051CDF54E,MR RT 21023 4,B82FA511-D414-4E67-9645-3E0BA3C044FA,Mullen Receptive,RL13,1,1,,,,,7,,2023-02-10T10:43:19-0600,xxxx.x
