PID,RegistrationID,AssessmentName,InstrumentID,InstrumentName,ItemID,Response,Score,TScore,TScoreStandardError,Theta,ThetaStandardError,Position,ResponseTime,DateCreated,NumberFormatting
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_Title,1,,,,,,1,,2023-02-05T16:14:50-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_Instructions_24-48,1,,,,,,2,,2023-02-05T16:15:17-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_Prompt1,1,,,,,,3,,2023-02-05T16:16:18-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_1,,0,,,,,4,,2023-02-05T16:16:18-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_2,,0,,,,,5,,2023-02-05T16:16:18-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_3,,0,,,,,6,,2023-02-05T16:16:18-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_4,1,1,,,,,7,,2023-02-05T16:16:18-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_5,,0,,,,,8,,2023-02-05T16:16:18-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_6,1,1,,,,,9,,2023-02-05T16:16:18-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,JA_sum,,2,,,,,10,,2023-02-05T16:16:18-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_Prompt2,1,,,,,,11,,2023-02-05T16:18:19-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_7,,0,,,,,12,,2023-02-05T16:18:19-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_8,1,2,,,,,13,,2023-02-05T16:18:19-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_9,1,3,,,,,14,,2023-02-05T16:18:19-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_10,,0,,,,,15,,2023-02-05T16:18:19-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_11,,0,,,,,16,,2023-02-05T16:18:19-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,PP_sum,,3,,,,,17,,2023-02-05T16:18:19-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_Prompt3,1,,,,,,18,,2023-02-05T16:20:26-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_12,,0,,,,,19,,2023-02-05T16:20:26-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_13,,0,,,,,20,,2023-02-05T16:20:26-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_14,,0,,,,,21,,2023-02-05T16:20:26-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_15,1,1,,,,,22,,2023-02-05T16:20:26-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_16,1,1,,,,,23,,2023-02-05T16:20:26-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_17,,0,,,,,24,,2023-02-05T16:20:26-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_18,1,1,,,,,25,,2023-02-05T16:20:26-0600,xxxx.x
567,3ABD8656-7596-4C11-9D3E-07170E180F17,SO RT 2 2523,A1787AC2-7C81-4395-A217-8F25468CA3A5,Social Observation,SO_24-48_19,,0,,,,,26,,2023-02-05T16:20:26-0600,xxxx.x
